id,symbol,type,entryPrice,initialSize,currentSize,stopLoss,openTime,closeTime,closePrice,pnl,status,strategy
quant-1770065579698,XAUUSD,SELL,4671.365,0.05,0.05,4673,1770065579698,1770065700318,4674.715,-18.495345978223757,CLOSED,AI_AGENT
risk-1770094166495,XAUUSD,BUY,4821.780000000001,0.01,0.01,4811.78,1770094166495,1770094706594,4812.290000000001,-7.312921442713173,CLOSED,AI_AGENT
quant-1770151584886,XAUUSD,SELL,4951.209999999999,0.01,0.006,4951.209999999999,1770151584887,1770152644019,4950.6,3.637878046040318,CLOSED,AI_AGENT
quant-1770185228639,XAUUSD,SELL,5065.325,0.02,0.012,5065.325,1770185228639,1770185899138,5065.725,6.47612335432472,CLOSED,AI_AGENT
quant-1770196868478,XAUUSD,BUY,5064.455,0.01,0.01,5059.42,1770196868478,1770196935454,5059.455,-3.9609516486956484,CLOSED,AI_AGENT
risk-1770200604359,XAUUSD,BUY,5050.455,0.01,0.01,5040.455,1770200604359,1770203755818,5040.67,-7.349964070895104,CLOSED,AI_AGENT
quant-1770206582689,XAUUSD,BUY,5051.549999999999,0.01,0.01,5045,1770206582689,1770206944635,5045.1900000000005,-4.887264663616801,CLOSED,AI_AGENT
risk-1770212427852,XAUUSD,BUY,5048.82,0.01,0.01,5040,1770212427852,1770212516583,5039.915,-6.827656385062075,CLOSED,AI_AGENT
risk-1770214656472,XAUUSD,BUY,5046.84,0.01,0.01,5036.84,1770214656472,1770214687986,5036.26,-7.980373975073409,CLOSED,AI_AGENT
quant-1770223469911,XAUUSD,SELL,4897.295,0.01,0.002,4877.42625,1770223469911,1770223802172,4877.13,16.89633395437651,CLOSED,AI_AGENT
quant-1770231773908,XAUUSD,SELL,4928.435,0.01,0.006,4928.435,1770231773908,1770231982856,4927.815,3.6957265472513243,CLOSED,AI_AGENT
quant-1770232581230,XAUUSD,SELL,4941.54,0.01,0.006,4941.54,1770232581230,1770233899613,4942.370000000001,3.5043165107535366,CLOSED,AI_AGENT
